image/key,en_caption_2,es_caption_2
afddcf139ce18912,A view of a black car stuck in traffic through the windshield.,Parte trasera de un coche Peugeot sobre la carretera visto desde un coche
afe738eb45ef5ca9,"A close up view of a yellow post box beside a gate and bench, surrounded by plants.",Buzón en medio de un espacio público.
afececf07e843cff,Empty classroom with desks and a white board.,"Aula educativa con sillas, mesas y pizarrón."
afedff5653d3ed53,A young couple is standing in a room with a doorway behind them.,Pareja de jóvenes felices posando para foto en el marco de la puerta
affbcdbe5dd2fb3a,People at a sparsely attended concert in a field.,Grupo de personas disfrutando de un evento con escenario en forma de estéreo al aire libre de noche.
b0095ee5dc1978bb,A crowd of protesting in the street with flags and police keeping a watch on them from behind a wall.,Manifestación de personas en vía pública con presencia policial.
b00eb35f0623ff1e,Two donkeys beside a stone wall.,Burros usados como transporte esperando en medio del desierto.
b0288b2a3855dcd7,"A statue of a man on a horse in a square surrounded by buildings, trees and people.",Escultura de personaje histórico montando en medio de la plaza en la ciudad
b035d36e41cb01d9,A field with tall dry cattail grass.,Campo de maíz
b048921f1b1ed5d4,A view of the cathedral in the winter through the trees.,"Casa antigua detrás de árboles de pino en el invierno, cielo nublado"
b052f53ce23649e6,Noodles with soup in a black bowl.,Acercamiento de plato de sopa de estilo japonesa
b054e47f5867a4d7,Entrance of the temple roof.,Escaleras tradicionales con arquitectura china
b068d7a221bc89c6,Aston martin car in the garden.,Automóviles en exhibición de jardín y personas paseando
b07d8d8d394bda3b,"An aerial view of a building showing a blend of modern and traditional architecture, next to a river bank in a large city.",Vista aérea de rio y ciudad
b08557ca07d9a52e,Wood cabin on posts above some bushes.,Torre de madera de salvavidas en la playa
b09aa6788d59e1d2,Tables and chairs in the restaurant.,Interior de restaurante clásico elegante vacío
b0a45b013283121f,Hybrid fuchsia in the garden.,Flores moradas en la rama de árbol y letras en otro idioma
b0a627cc3f707527,Peoples standing near the table.,Hombres conversando en interior de restaurante
b0f0e0ca6512692a,A black tire mounted on a wheel.,Acercamiento de llanta de auto marca goodyear
b104b581e8441d45,Inside the church.,"Interior de iglesia ortodoxa, imagen religiosa en medio"
b10c7e9011cabfae,The brown and black dog on the floor.,Retrato de perro sentado en el suelo
b12384ea4a13a141,Winter palace beside the road.,Bonita calle de ciudad tradicional de día
b129fca91c026041,Mini toys on the floor.,Figuras de arcilla de animales sobre el pavimento
b12aae30b02573ad,Marsh mallow flower in the garden.,Acercamiento de planta con flores rosas
b158c39a8138e7d7,American flag outside the new york stock exchange building.,"Exterior de edificio tradicional, bandera colgada al exterior"
b1607ca77bd11c84,Statue of a king holding a sword.,Estatua de bronce de caballero de edad media protegida por fina malla dentro de un recinto.
b17883814918e089,Trees in a forest in the fall.,Árboles en otoño con el cielo azul de fondo.
b188a7c91215c25a,A closeup view of a durian fruit placed beside the window.,Acercamiento de fruto exótico amarillo con espinas
b18ebfc4bf4c63c2,Two men sitting outside a building with a tree in front of them.,"Jardinera de parque, árbol y personas sentadas en escalón de entrada a construcción"
b19a6d83e91913a8,A jockey riding a horse in a grassy field.,Hombre montando a caballo en zona de equitación con pastizales.
b19f122b0cec758b,Several people holding flags in ancient ruins surrounded by mountains.,Personas portando banderas de arcoiris en ruinas tibetanas.
b19fe4a0466f0d9d,A church in the mountain beside the road surrounded by trees.,Enorme cruz en la cima de una montaña que se encuentra cruzando la carretera.
b1af3e5b0a5e893c,A group of protesters holding flags on the streets surrounded by several buildings.,Multitud de personas portando banderas durante una protesta en día con neblina.
b1b743c450e971c7,A salt lake surrounded by mountains under the blue sky.,Mar muerto visto desde las alturas.
b1be9647c4d0fc7b,A bowl of shrimp noodles placed on a table served alongside other dishes.,Fideos con camarón y vegetales servidos en tazón con palillos chinos sobre mesa con otro platillo y especias.
b1bedf0806476a57,A night view of a high rise building with bright lights.,Rascacielos moderno en la ciudad al anochecer
b1d273b1b937377d,Swimming pool in a resort surrounded by palm trees and mountains.,"Alberca en medio de dos construcciones, palmeras, barco en el mar y cielo azul"
b1df28d8d87f34bf,Strawberries growing in a grassy field next to the tree.,Acercamiento de florecitas y fresas silvestres en el jardín
b1e94d0ab31fe178,Fried food served at a restaurant.,Plato de pollo frito en restaurante
b2038ca9c7800e32,A closeup view of a boxer breed dog sitting on the ground.,Perrito echado en el pavimento descansando
b2212c91451eb1e2,A guitarist playing guitar on the stage with a red light behind.,Guitarrista en el escenario dando un concierto
b22b5c5fdc0e1413,A couple taking picture.,Pareja posando para selfi en bonito prado y pequeño pueblo a lo lejos
b23a16b5491c4f11,A lake surrounded by mountains and trees.,"Toma panorámica de bonito paisaje con pinos, pequeño lago y montañas"
b23b2f9387e16dcc,An ancient temple sculptures on it.,Pequeños muñequitos lego en las pirámides de Egipto con pocos turistas
b24eabd6a7ff22d6,A stone bridge with arches and two channels of water in front of it.,Arcos de puente de piedra y rio
b27c930df2889d90,People looking at the tick tock crocodile in the Disney world.,Figura de cocodrilo animado en parque de atracciones lleno de gente
b2903c105d6096b4,A narrow street lined with houses which has hills and mountains in the background.,"Calle con arquitectura china, bosque y montañas atrás"
b29f76e1a5f672ec,A green lizard on the stone.,Iguana parada sobre piedras en cautiverio
b2a13e815f734ee5,Cars parking on the road in front of the buildings.,Vista de calle de la ciudad y autos estacionados
b2a801f1a9f6e15b,A sun in the sky.,Bonita puesta de sol en el cielo
b2af9a8915b1f01e,A covered manhole with a metal cover with writing on it.,Acercamiento de tapa oxidada en el pavimento
b2be789477d48e97,A man and women watching.,Pareja de hombre y mujer sentados
b2cc92350f0ba030,A yellow candies on the white background.,Acercamiento a dulces amarillos en forma de banana sobre fondo blanco
b2df35e975815240,An old loft in the house.,Interior de ático abandonado y malas condiciones
b2dfb9fc72f3ea37,Trees in front of the building.,Bonito parque con gran árbol en medio
b2ff8236fdb1390d,Two blue road signs on a silver pole with the background of a blue sky.,Señales de tránsito en el poste de una esquina con cielo azul de fondo
b30bc1fe86057942,A classic car parked in a showroom with a couple of other cars next to it.,Autos antiguos en exhibición
b32df129b3e61028,Mineral specimen stone geology rock quartz.,Roca de cuarzo sobre fondo blanco
b33932414c3d881c,Embankment surrounded by buildings.,Muelle en el mar con fondo de poblado y cielo azul.
b352154be39a9c23,A group of people in a room.,Personas sentadas en un aula durane un evento.
b35f3f6a8a5823b0,A portrait view of yellow dandelion flower.,Flore de diente de león de fondo pasto desenfocado.
b3672715d967493c,A crevasse in the ice.,Paredes congeladas de hielo formando un pasaje
b3869b419c52bdf3,Man on the boat is fishing in the river.,Hombre remando en un bote con embarcaciones y construcciones de fondo
b39a6eb78836a34e,A person cycling towards a gateway with arches.,Arcos de entrada a un sitio árabe en la calley hombre caminando.
b3a476544ec571c1,People sitting on chairs in a room.,Hombres y mujeres sonriendo en una junta con un rotafolio
b3ac1afe012bf309,A car and a blue tent surrounded by mountains.,"Campamento en las montañas, un auto y fauna endémica."
b3bb5ce5707297c0,A portrait shot of an old ancient stone column.,Acercamiento a columnas de piedra.
b3cb95507ffe905c,A graffiti on a brick wall.,Graffiti pintado en pared de ladrillo.
b3e7dff6dc838386,An orange round life float on a white background.,Boya salvavidas en forma de dona empotrada en la pared de una embarcación.
b3e865dfb3b32da1,Beagle dog facing towards right side sitting on the floor.,Un cachorro beagle sentado junto a una jardinera
b3f6276350ea04cc,Waterfall on mountains.,Cascada natural de agua limpia
b412f301a8106c8b,Two small islands in the ocean with a mountain range in the far distance.,Islas en medio del océano en día soleado
b41d1d1d381ef4b6,Sand next to a runway with trees in the distance.,Avioneta despegando en pista de despegue vacía
b41f3d60bbba282d,Cows in the field.,Ovejas pastando en campo enfrente de la playa
b4211792c26295b2,A person holding a ticket inside a car.,Boleto con caracteres orientales sostenido por una mano
b43ef0e403ce5467,Al salam bridge and trees next to it.,Puente gigante de concreto visto desde abajo con cielo azul de fondo
b4554f15afac32f8,Slice of pie on the white plate.,Rebanada de pie de manzana sobre un plato decorado
b45d4213bd6b8f66,A group of people sitting in a restaurant beside the sea surrounded by mountains at sunset.,Familia en un restaurante a la orilla de un lago con atardecer al fondo
b46e780455ced768,The winding mountain road surrounded by trees and mountains.,Camino sinuoso entre montañas con vegetación y nubes al fondo
b48c70f0a3a32c1c,Pair of blue shoes on green grass.,Par de tenis azul con iPod adentro en el pasto
b49a8498c88bbb2d,People gathered in the garden.,Grupo de personas con niños pasando tiempo en el campo
b49f03e8882f0453,Two ships in the river and charles bridge next to it.,"Botes en bonito lago, puente y ciudad tradicional"
b4a3537b3217a809,Yogurt with fruit and spoon in a white bowl.,Plato de yogurt con nueces y frutas con una cuchara
b4a6d7b7f6c84023,Icicles and frost on the grass by a step.,Pasto congelado y pasto verde
b4af2b5cf0ebbd25,An aerial view of city and trees beside the road.,Vista aérea de distribuidor vual y bonita ciudad con edificios
b4c80c6bef114e5b,A close-up of the strings and hammers inside a piano.,Cuerdas en el interior de un órgano
b4e0a69683751d4d,Red dahlia flowers in the backyard of a house.,Dalias rojas en un arbusto
b5009f654ee99225,An elephant with its trainer.,Hombre junto a cabeza de elefante en blanco y negro
b52bd3a34e61b890,Crowd cheering for a performance in a concert.,Banda de rock en concierto con juego de luces
b5381fc478b0ce49,River passing through the mountains.,Pequeño río entre montañas
b55ac7de9e6e5b3b,A retro car parked beside the road.,Coche antiguo estacionado en la calle
b55ff3bd0805c9de,Violet colored flowers in a garden.,Flores moradas en un arbusto
b56c8073347ef743,Bright sun in a forest.,"Campo lleno de flores, bosque al fondo y puesta de sol"
b58504383f3c9d57,A sunset over an island and a sea and a small boat.,Sol ocultándose detrás de un islote visto desde la playa
b5859daa89ec19ef,An old building beside a pond with trees in the background.,Residencia con un estanque y palmas en su interior
b5afb9056d922d76,An empty corridor in a building.,Amplio corredor vacío dentro de edificio
b5b1622131d41971,A plate full of grilled sausages.,Salchichas fritas en la parrilla en un comercio
b5c3d9def77f4f68,A narrow path between the buildings in a city.,Señora caminando por calle estrecha entre edificios viejos
b5c89db55b6c4d21,A man wearing life jackets sitting in a boat in the middle of the river.,Hombre joven paseando en kayak sobre rio rodeado de naturaleza
b5efaee3659f8ac6,Small fishes in diffused green water over a rocky sea bed.,Grupo de pescados nadando en el mar
b616a989375d8eb0,Lock and key of a room in a residency.,Candado abierto por llave con llavero sobre superficie gris.
b62771654f6c30a6,Close up view of a smart watch.,Primer plano de un reloj de pulso plateado con perillas
